3.2.1.1	alpha-amylase	46000	-	x * 46000, MALDI-TOF analysis	682295	
3.2.1.1	alpha-amylase	46000	-	x * 46000, SDS-PAGE	680287	
3.2.1.1	alpha-amylase	46000	-	x * 64000, isozyme RBSA-1, SDS-PAGE, x * 47000, isozyme BSA-2, SDS-PAGE, x * 46000, isozyme RBLA, SDS-PAGE	664790	
3.2.1.1	alpha-amylase	47000	-	1 * 47000, SDS-PAGE	393381	
3.2.1.1	alpha-amylase	47000	-	alpha-amylase I, gel filtration	664649	
3.2.1.1	alpha-amylase	47000	-	gel filtration	393415	
3.2.1.1	alpha-amylase	47000	-	monomer, equilibrium sedimentation	393366	
3.2.1.1	alpha-amylase	47000	-	SDS-PAGE	691135	
3.2.1.1	alpha-amylase	47000	-	x * 47000, SDS-PAGE	655034, 656951	
3.2.1.1	alpha-amylase	47000	-	x * 64000, isozyme RBSA-1, SDS-PAGE, x * 47000, isozyme BSA-2, SDS-PAGE, x * 46000, isozyme RBLA, SDS-PAGE	664790	
3.2.1.1	alpha-amylase	47800	-	-	393394	
3.2.1.1	alpha-amylase	48000	-	enzyme form AII, sedimetation measurement	393418	
3.2.1.1	alpha-amylase	48000	-	equilibrium sedimentation	393438	
3.2.1.1	alpha-amylase	48000	-	SDS-PAGE	702833	
3.2.1.1	alpha-amylase	48000	-	SDS-PAGE and gel filtration	701883	
3.2.1.1	alpha-amylase	48000	52700	equilibrium sedimentation	393366	
3.2.1.1	alpha-amylase	48500	-	enzyme form alpha-III, gel filtration	393414	
3.2.1.1	alpha-amylase	48700	-	enzyme form AI, sedimentation measurement	393418	
3.2.1.1	alpha-amylase	48900	-	monomer, sedimentation and diffusion data	393366	
3.2.1.1	alpha-amylase	49000	-	-	393366	
3.2.1.1	alpha-amylase	49000	-	gel filtration	393366	
3.2.1.1	alpha-amylase	49000	-	glycerol density gradient centrifugation	393381	
3.2.1.1	alpha-amylase	49000	-	sedimentation velocity centrifugation	393437	
3.2.1.1	alpha-amylase	49456	-	x * 49456, calculated from sequence	722877	
3.2.1.1	alpha-amylase	49600	-	x * 49600, isozyme AI-1, SDS-PAGE, x * 56700, isozyme AI-2, SDS-PAGE, x * 100000, isozyme AII, SDS-PAGE	665013	
3.2.1.1	alpha-amylase	50000	-	gel filtration	727458	
3.2.1.1	alpha-amylase	50000	-	isoenzyme Amy IW, non-denaturing PAGE	393449	
3.2.1.1	alpha-amylase	50000	-	x * 50000, SDS-PAGE	678799	
3.2.1.1	alpha-amylase	50000	51000	sedimentation and diffusion data	393366	
3.2.1.1	alpha-amylase	50120	-	calculated from amino acid sequence	701883	
3.2.1.1	alpha-amylase	50400	-	isoenzyme Amy IC, non-denaturing PAGE	393449	
3.2.1.1	alpha-amylase	51000	-	1 * 51000, SDS-PAGE	136189, 656916	
3.2.1.1	alpha-amylase	51000	-	x * 51000, isozyme BAA, SDS-PAGE	666783	
3.2.1.1	alpha-amylase	51000	-	x * 51000, SDS-PAGE	678788	
3.2.1.1	alpha-amylase	51180	-	gel filtration	665210	
3.2.1.1	alpha-amylase	51400	-	SDS-PAGE	690582	
3.2.1.1	alpha-amylase	51544	-	x * 51544, calculated from sequence	725033	
3.2.1.1	alpha-amylase	51750	-	x * 51750, calculated from sequence	678813	
3.2.1.1	alpha-amylase	51948	-	x * 51948, calculated from sequence	725681	
3.2.1.1	alpha-amylase	52000	-	enzyme form alpha-I, gel filtration	393414	
3.2.1.1	alpha-amylase	52000	-	gel filtration	393459	
3.2.1.1	alpha-amylase	52000	-	SDS-PAGE	704058	
3.2.1.1	alpha-amylase	52000	-	x * 52000, SDS-PAGE	393462, 666785, 729120, 729135	
3.2.1.1	alpha-amylase	52000	53000	gel filtration	393365	
3.2.1.1	alpha-amylase	52480	-	x * 52480, SDS-PAGE	664782	
3.2.1.1	alpha-amylase	52600	-	equilibrium sedimentation	393366	
3.2.1.1	alpha-amylase	52700	-	meniscus depletion method	393437	
3.2.1.1	alpha-amylase	52875	-	x * 52875, extracellular enzyme, calculation from nucleotide sequence	393430	
3.2.1.1	alpha-amylase	53000	-	gel filtration, SDS-PAGE	681349	
3.2.1.1	alpha-amylase	53000	-	SDS-PAGE	704059	
3.2.1.1	alpha-amylase	53000	-	x * 53000, extracellular enzyme, SDS-PAGE	393431	
3.2.1.1	alpha-amylase	53000	-	x * 53000, recombinant enzyme, SDS-PAGE	393451, 718361	
3.2.1.1	alpha-amylase	53000	-	x * 53000, SDS-PAGE	677738, 677791, 729135	
3.2.1.1	alpha-amylase	53000	-	x * 53000, SDS-PAGE, intestine alpha-amylase	654030	
3.2.1.1	alpha-amylase	53600	-	x * 53600, SDS-PAGE	725033	
3.2.1.1	alpha-amylase	53700	-	SDS-PAGE	704982	
3.2.1.1	alpha-amylase	54000	-	1 * 54000, SDS-PAGE	393459	
3.2.1.1	alpha-amylase	54000	-	enzyme from normal pancreas and from transplantable pancreatic acinar carcinoma, gel filtration	393386	
3.2.1.1	alpha-amylase	54000	-	gel filtration	678760	
3.2.1.1	alpha-amylase	54000	-	SDS-PAGE, as fusion protein 965000 Da, combined with the maltose binding protein with 42500 Da	691914	
3.2.1.1	alpha-amylase	54000	-	x * 54000, pancreatic enzyme, SDS-PAGE	393433	
3.2.1.1	alpha-amylase	54000	-	x * 54000, recombinant wild-type enzyme, SDS-PAGE	717883	
3.2.1.1	alpha-amylase	54000	-	x * 54000, SDS-PAGE	393393, 393406, 393411	
3.2.1.1	alpha-amylase	54000	-	x * 54000, SDS-PAGE, recombinant alpha-amylase	655521	
3.2.1.1	alpha-amylase	54440	-	isozyme Amy3, calculated from amino acid sequence	703649	
3.2.1.1	alpha-amylase	55000	-	1 * 55000, SDS-PAGE	393415	
3.2.1.1	alpha-amylase	55000	-	SDS-PAGE	693478, 707824	
3.2.1.1	alpha-amylase	55000	-	x * 55000, non-glycosylated alpha-amylase	654363	
3.2.1.1	alpha-amylase	55000	-	x * 55000, SDS-PAGE	654254, 681739, 729660	
3.2.1.1	alpha-amylase	55331	-	x * 55331, deduced from nucleotide sequence, native ABA	657239	
3.2.1.1	alpha-amylase	55391	-	x * 55391, extracellular enzyme, SDS-PAGE	393431	
3.2.1.1	alpha-amylase	55400	-	SDS-PAGE	704143	
3.2.1.1	alpha-amylase	55900	-	isoenzyme Amy II.55, non-denaturing PAGE	393449	
3.2.1.1	alpha-amylase	56000	-	1 * 56000, parotid enzyme of enzyme family B, SDS-PAGE	393433	
3.2.1.1	alpha-amylase	56000	-	1 * 56000, SDS-PAGE	678760	
3.2.1.1	alpha-amylase	56000	-	enzyme from pancreas and parotid gland, high-speed equilibrium method	393434	
3.2.1.1	alpha-amylase	56000	-	gel filtration	393464	
3.2.1.1	alpha-amylase	56000	-	isozyme Amy3, SDS-PAGE	703649	
3.2.1.1	alpha-amylase	56000	-	SDS-PAGE	701869	
3.2.1.1	alpha-amylase	56000	-	x * 62000, glycosylated HSA, SDS-PAGE, x * 56000, deglycosylated HSA, SDS-PAGE	663543	
3.2.1.1	alpha-amylase	56091	-	x * 56091, deduced from nucloeotide sequence	654643	
3.2.1.1	alpha-amylase	56095	-	x * 56095, mass spectrometry	654643	
3.2.1.1	alpha-amylase	56133	-	1 * 56133, isoenzymes of family B, SDS-PAGE	393435	
3.2.1.1	alpha-amylase	56269	-	x * 56269, MARDI-TOF mass spectrometry, non-glycosylated alpha-amylase	657410	
3.2.1.1	alpha-amylase	56286	-	x * 56286, deduced from nucleotide sequence	657410	
3.2.1.1	alpha-amylase	56700	-	1 * 56700, MALDI-TOF mass spectrometry	701869	
3.2.1.1	alpha-amylase	56700	-	x * 49600, isozyme AI-1, SDS-PAGE, x * 56700, isozyme AI-2, SDS-PAGE, x * 100000, isozyme AII, SDS-PAGE	665013	
3.2.1.1	alpha-amylase	57000	-	gel filtration	727441	
3.2.1.1	alpha-amylase	57000	-	predicted from amino acid sequence, SDS-PAGE	701772	
3.2.1.1	alpha-amylase	57000	-	x * 57000, SDS-PAGE	665883	
3.2.1.1	alpha-amylase	57000	-	x * 57000, SDS-PAGE, native ABA	657239	
3.2.1.1	alpha-amylase	57100	-	isoenzyme Amy II.52, non-denaturing PAGE	393449	
3.2.1.1	alpha-amylase	57900	-	gel filtration	693478	
3.2.1.1	alpha-amylase	58000	-	-	701764	
3.2.1.1	alpha-amylase	58000	-	1 * 58000, SDS-PAGE	727458	
3.2.1.1	alpha-amylase	58000	-	acid-stable enzyme, equilibrium sedimentation	393440	
3.2.1.1	alpha-amylase	58000	-	gel filtration	655083, 701769	
3.2.1.1	alpha-amylase	58000	-	SDS-PAGE	690510, 701764, 703339	
3.2.1.1	alpha-amylase	58000	-	x * 58000, SDS-PAGE	393376, 665791, 730179	
3.2.1.1	alpha-amylase	58403	-	x * 58403	654581	
3.2.1.1	alpha-amylase	58550	-	x * 58550	654581	
3.2.1.1	alpha-amylase	59000	-	2 * 59000, SDS-PAGE	654249	
3.2.1.1	alpha-amylase	59000	-	enzyme form Amyl II, gel filtration	393450	
3.2.1.1	alpha-amylase	59000	-	x * 59000, SDS-PAGE	393372	
3.2.1.1	alpha-amylase	60000	-	1 * 60000, SDS-PAGE	727441	
3.2.1.1	alpha-amylase	60000	-	SDS-PAGE	691902	
3.2.1.1	alpha-amylase	61000	-	acid-stable and acid-unstable enzyme, equilibrium sedimentation	393366	
3.2.1.1	alpha-amylase	61000	-	acid-unstable enzyme, equilibrium sedimentation	393440	
3.2.1.1	alpha-amylase	61000	-	x * 61000, SDS-PAGE	678857, 721105	
3.2.1.1	alpha-amylase	61160	-	x * 61160, calculated from sequence	678857	
3.2.1.1	alpha-amylase	61500	-	the difference between the value determined by gel filtration and by nondenaturing gel electrophoresisis is due to hydrophobic interactions between the chromatography matrix and the enzyme molecule, nondenaturing gel electrophoresis	393376	
3.2.1.1	alpha-amylase	61856	-	1 * 61856, isoenzymes of family A, SDS-PAGE	393435	
3.2.1.1	alpha-amylase	62000	-	1 * 62000, parotid enzyme of enzyme family A, SDS-PAGE	393433	
3.2.1.1	alpha-amylase	62000	-	4 * 62859, AmyC, amino acid sequence calculation, 4 * 62000, recombinant AmyC, SDS-PAGE	663719	
3.2.1.1	alpha-amylase	62000	-	recombinant enzyme AmyN26, SDS-PAGE	702791	
3.2.1.1	alpha-amylase	62000	-	x * 62000, glycosylated alpha-amylase	654363	
3.2.1.1	alpha-amylase	62000	-	x * 62000, glycosylated HSA, SDS-PAGE, x * 56000, deglycosylated HSA, SDS-PAGE	663543	
3.2.1.1	alpha-amylase	62000	-	x * 62000, SDS-PAGE	393420	
3.2.1.1	alpha-amylase	62060	-	calculated from amino acid sequence	702791	
3.2.1.1	alpha-amylase	62650	-	x * 62650, SDS-PAGE	393412	
3.2.1.1	alpha-amylase	62859	-	4 * 62859, AmyC, amino acid sequence calculation, 4 * 62000, recombinant AmyC, SDS-PAGE	663719	
3.2.1.1	alpha-amylase	63000	-	x * 63000, SDS-PAGE	393377	
3.2.1.1	alpha-amylase	64000	-	x * 64000, isozyme RBSA-1, SDS-PAGE, x * 47000, isozyme BSA-2, SDS-PAGE, x * 46000, isozyme RBLA, SDS-PAGE	664790	
3.2.1.1	alpha-amylase	64500	-	deglycosylated enzyme, SDS-PAGE	703059	
3.2.1.1	alpha-amylase	65000	-	x * 65000, recombinant enzyme, SDS-PAGE	717948, 717949	
3.2.1.1	alpha-amylase	66000	-	2 * 66000, intracellular enzyme, electrophoresis in presence of 8 M urea	393429	
3.2.1.1	alpha-amylase	66000	-	2 * 66000, SDS-PAGE	721323	
3.2.1.1	alpha-amylase	66000	-	x * 66000, enzyme form II, SDS-PAGE	664659	
3.2.1.1	alpha-amylase	66000	-	x * 66000, SDS-PAGE	393388, 393456, 665151	
3.2.1.1	alpha-amylase	67000	-	extracellular enzyme, gel filtration	393416	
3.2.1.1	alpha-amylase	67000	-	x * 67000, recombinant enzyme, SDS-PAGE	663490	
3.2.1.1	alpha-amylase	67000	-	x * 67000, SDS-PAGE	717552	
3.2.1.1	alpha-amylase	67500	-	x * 67500, SDS-PAGE	665150	
3.2.1.1	alpha-amylase	68000	-	gel filtration	393423, 727461	
3.2.1.1	alpha-amylase	68000	-	native enzyme, SDS-PAGE	703059	
3.2.1.1	alpha-amylase	68000	-	x * 68000, SDS-PAGE	393379, 393406, 664481	
3.2.1.1	alpha-amylase	68709	-	x * 68709, amino acid sequence calculation, x * 73000, recombinant His-tagged enzyme, SDS-PAGE	664980	
3.2.1.1	alpha-amylase	68900	-	x * 68900, recombinant AMY1-SBD fusion enzyme, amino acid sequence calculation, x * 75000, recombinant glycosylated AMY1-SBD fusion enzyme, SDS-PAGE	664229	
3.2.1.1	alpha-amylase	69000	-	gel filtration	393408	
3.2.1.1	alpha-amylase	69200	-	x * 69200, SDS-PAGE	393448	
3.2.1.1	alpha-amylase	69400	-	isoenzyme Amy III, non-denaturing PAGE	393449	
3.2.1.1	alpha-amylase	70000	-	1 * 70000, SDS-PAGE	727461	
3.2.1.1	alpha-amylase	71000	-	excluding the lipoprotein signal peptide	693640	
3.2.1.1	alpha-amylase	72000	-	gel filtration	393470	
3.2.1.1	alpha-amylase	72026	-	x * 72026, calculated from sequence	727199	
3.2.1.1	alpha-amylase	73000	-	x * 68709, amino acid sequence calculation, x * 73000, recombinant His-tagged enzyme, SDS-PAGE	664980	
3.2.1.1	alpha-amylase	74000	-	x * 74000, SDS-PAGE, isoenzyme alpha-I1	654030	
3.2.1.1	alpha-amylase	74000	-	x * 74000, SDS-PAGE, recombinant ABA, due to glycosylation by Pichia pastoris	657239	
3.2.1.1	alpha-amylase	75000	-	1 * 75000, alpha-amylase II, SDS-PAGE	678804	
3.2.1.1	alpha-amylase	75000	-	1 * 75000, SDS-PAGE	655632	
3.2.1.1	alpha-amylase	75000	-	x * 68900, recombinant AMY1-SBD fusion enzyme, amino acid sequence calculation, x * 75000, recombinant glycosylated AMY1-SBD fusion enzyme, SDS-PAGE	664229	
3.2.1.1	alpha-amylase	76000	-	gel filtration	171741, 393269	
3.2.1.1	alpha-amylase	76084	-	x * 76084, amino acid sequence calculation	663700	
3.2.1.1	alpha-amylase	79000	-	2 * 79000, SDS-PAGE	666829	
3.2.1.1	alpha-amylase	80000	-	gel filtration	656677	
3.2.1.1	alpha-amylase	83000	-	x * 83000, C-terminally 6*His-tagged recombinant enzyme	727199	
3.2.1.1	alpha-amylase	83000	-	x * 83000, SDS-PAGE, isoenzyme alpha-I2	654030	
3.2.1.1	alpha-amylase	84000	-	gel filtration	718200	
3.2.1.1	alpha-amylase	84500	-	gel filtration	655632	
3.2.1.1	alpha-amylase	87000	-	alpha-amylase II, non-denaturing PAGE	678804	
3.2.1.1	alpha-amylase	87000	-	x * 87000, SDS-PAGE in absence of 2-mercaptoethanol; x * 87000, SDS-PAGE in absence of SDS	393472	
3.2.1.1	alpha-amylase	89000	-	x * 89000, SDS-PAGE	393383	
3.2.1.1	alpha-amylase	90000	-	x * 90000, SDS-PAGE	393406	
3.2.1.1	alpha-amylase	92000	-	x * 92000, SDS-PAGE	393421	
3.2.1.1	alpha-amylase	94500	-	x * 94500, SDS-PAGE	657151	
3.2.1.1	alpha-amylase	96000	-	x * 96000, SDS-PAGE	393426	
3.2.1.1	alpha-amylase	96900	-	dimer, sedimentation and diffusion data	393366	
3.2.1.1	alpha-amylase	97000	-	SDS-PAGE	701874	
3.2.1.1	alpha-amylase	97000	-	x * 97000, SDS-PAGE	393446	
3.2.1.1	alpha-amylase	100000	-	1 * 100000, alpha-amylase I, SDS-PAGE	678804	
3.2.1.1	alpha-amylase	100000	-	1 * 100000, SDS-PAGE	718200	
3.2.1.1	alpha-amylase	100000	-	4 * 100000, SDS-PAGE	731776	
3.2.1.1	alpha-amylase	100000	-	gel filtration	721323	
3.2.1.1	alpha-amylase	100000	-	x * 49600, isozyme AI-1, SDS-PAGE, x * 56700, isozyme AI-2, SDS-PAGE, x * 100000, isozyme AII, SDS-PAGE	665013	
3.2.1.1	alpha-amylase	101000	-	-	725233	
3.2.1.1	alpha-amylase	105000	-	calculated from amino acid sequence	702827	
3.2.1.1	alpha-amylase	119560	-	x * 119560, SDS-PAGE	717982	
3.2.1.1	alpha-amylase	120000	-	2 * 120000, SDS-PAGE	725227	
3.2.1.1	alpha-amylase	120000	-	enzyme form Amyl III, gel filtration	393450	
3.2.1.1	alpha-amylase	121000	-	gel filtration	717982	
3.2.1.1	alpha-amylase	127000	-	gel filtration	654249	
3.2.1.1	alpha-amylase	129000	-	non-denaturing PAGE	393429	
3.2.1.1	alpha-amylase	130500	-	equilibrium ultracentrifugation	393429	
3.2.1.1	alpha-amylase	135000	-	x * 135000, SDS-PAGE	655358	
3.2.1.1	alpha-amylase	139400	-	gel filtration	666829	
3.2.1.1	alpha-amylase	157000	-	gel filtration	393429	
3.2.1.1	alpha-amylase	160000	-	x * 160000, SDS-PAGE	393432	
3.2.1.1	alpha-amylase	240000	-	gel filtration	725227	
3.2.1.1	alpha-amylase	241000	-	recombinant AmyC, gel filtration	663719	
3.2.1.1	alpha-amylase	435000	-	gel filtration	731776	
